,p_val,avg_logFC,pct.1,pct.2,p_val_adj,gene,cluster,cell type
1,0,2.351112496,0.8,0.086,0,PRR4,1,PRR4_TRM
2,9.13E-262,1.567966064,0.201,0.016,2.33E-257,TRBV7-3,1,PRR4_TRM
3,9.56E-303,1.4597817,0.143,0.003,2.44E-298,CXCL13,1,PRR4_TRM
4,1.61E-279,1.195575595,0.7,0.265,4.12E-275,ANKRD28,1,PRR4_TRM
5,2.49E-110,1.039996071,0.193,0.043,6.35E-106,TRAV8-2,1,PRR4_TRM
6,5.39E-252,1.036280178,0.59,0.184,1.38E-247,KLRC1,1,PRR4_TRM
7,3.04E-151,0.856877776,0.681,0.381,7.78E-147,SAMSN1,1,PRR4_TRM
8,2.45E-90,0.763920483,0.288,0.103,6.27E-86,CXCR6,1,PRR4_TRM
9,2.62E-73,0.761729174,0.356,0.168,6.70E-69,FABP5,1,PRR4_TRM
10,5.27E-89,0.760094464,0.474,0.25,1.35E-84,PRDM1,1,PRR4_TRM
11,5.74E-99,0.73606982,0.896,0.662,1.47E-94,CCL4,1,PRR4_TRM
12,3.84E-59,0.725298444,0.505,0.294,9.82E-55,HSPA1B,1,PRR4_TRM
13,8.91E-98,0.719108245,0.599,0.307,2.28E-93,HSPA1A,1,PRR4_TRM
14,1.88E-110,0.717732239,0.337,0.117,4.80E-106,LGALS3,1,PRR4_TRM
15,3.50E-153,0.713225333,0.833,0.568,8.94E-149,H2AFZ,1,PRR4_TRM
16,2.96E-213,0.711069223,0.968,0.818,7.57E-209,HSPA8,1,PRR4_TRM
17,2.63E-127,0.704342334,0.815,0.598,6.71E-123,BRD2,1,PRR4_TRM
18,2.49E-76,0.698639731,0.349,0.158,6.37E-72,SLC7A5,1,PRR4_TRM
19,2.20E-77,0.678005954,0.459,0.244,5.62E-73,CKS2,1,PRR4_TRM
20,1.48E-111,0.672914206,0.752,0.54,3.79E-107,ALOX5AP,1,PRR4_TRM
21,2.26E-157,0.668305589,0.925,0.795,5.77E-153,HSP90AA1,1,PRR4_TRM
22,3.85E-190,0.664527252,0.981,0.918,9.83E-186,BTG1,1,PRR4_TRM
23,3.97E-62,0.664098293,0.243,0.097,1.02E-57,SMIM3,1,PRR4_TRM
24,1.44E-116,0.663073387,0.859,0.66,3.69E-112,TXNIP,1,PRR4_TRM
25,4.62E-72,0.651549092,0.729,0.586,1.18E-67,DDIT4,1,PRR4_TRM
26,7.73E-178,0.642891042,0.975,0.908,1.97E-173,ZFP36L2,1,PRR4_TRM
27,6.59E-65,0.616745504,0.446,0.257,1.68E-60,GABARAPL1,1,PRR4_TRM
28,2.10E-27,0.615031529,0.359,0.234,5.35E-23,CCL4L2,1,PRR4_TRM
29,2.47E-89,0.605582047,0.684,0.481,6.32E-85,RSRP1,1,PRR4_TRM
30,6.31E-49,0.603776198,0.122,0.034,1.61E-44,CCL20,1,PRR4_TRM
31,5.21E-71,0.601065045,0.632,0.447,1.33E-66,HERPUD1,1,PRR4_TRM
32,3.14E-122,0.594842425,0.897,0.769,8.03E-118,HSP90AB1,1,PRR4_TRM
33,1.45E-94,0.593658385,0.543,0.266,3.71E-90,GZMB,1,PRR4_TRM
34,5.94E-82,0.590193317,0.68,0.469,1.52E-77,DNAJA1,1,PRR4_TRM
35,2.18E-174,0.585639013,0.983,0.896,5.58E-170,SRGN,1,PRR4_TRM
36,3.37E-56,0.584564638,0.282,0.13,8.61E-52,RBPJ,1,PRR4_TRM
37,2.50E-64,0.572992352,0.192,0.062,6.39E-60,CTLA4,1,PRR4_TRM
38,1.66E-161,0.564662045,0.981,0.843,4.25E-157,CCL5,1,PRR4_TRM
39,6.99E-158,0.561315275,0.973,0.903,1.79E-153,UBC,1,PRR4_TRM
40,6.19E-52,0.560570799,0.711,0.56,1.58E-47,JUN,1,PRR4_TRM
41,2.34E-54,0.557865037,0.331,0.166,5.98E-50,ITGA1,1,PRR4_TRM
42,4.15E-48,0.553859255,0.34,0.184,1.06E-43,TUBA1C,1,PRR4_TRM
43,2.71E-50,0.552487927,0.394,0.219,6.92E-46,CDKN1A,1,PRR4_TRM
44,2.76E-47,0.550669478,0.377,0.22,7.06E-43,PDCL3,1,PRR4_TRM
45,1.34E-121,0.549314298,0.12,0.014,3.41E-117,CHN1,1,PRR4_TRM
46,2.41E-65,0.549234428,0.752,0.585,6.16E-61,ZFP36L1,1,PRR4_TRM
47,6.31E-41,0.544024686,0.205,0.09,1.61E-36,DUSP4,1,PRR4_TRM
48,1.88E-76,0.539507805,0.767,0.569,4.81E-72,NFKBIA,1,PRR4_TRM
49,7.65E-83,0.538580955,0.717,0.512,1.96E-78,TUBA1B,1,PRR4_TRM
50,5.37E-37,0.537743716,0.422,0.291,1.37E-32,AIM1,1,PRR4_TRM
51,0.00E+00,1.424091385,0.856,0.283,0.00E+00,HSPA1A,2,HSPA1A_TRM
52,9.37E-182,1.342953741,0.321,0.072,2.39E-177,TRAV21,2,HSPA1A_TRM
53,1.05E-177,1.34073872,0.61,0.249,2.69E-173,XCL1,2,HSPA1A_TRM
54,0.00E+00,1.209011313,0.802,0.266,0.00E+00,HSPA1B,2,HSPA1A_TRM
55,1.14E-120,1.091659796,0.567,0.265,2.92E-116,XCL2,2,HSPA1A_TRM
56,2.55E-192,1.085451606,0.492,0.148,6.51E-188,TNF,2,HSPA1A_TRM
57,1.86E-167,1.05188118,0.757,0.412,4.76E-163,GADD45B,2,HSPA1A_TRM
58,4.48E-294,0.97212322,0.44,0.082,1.14E-289,ZNF683,2,HSPA1A_TRM
59,1.15E-224,0.914203173,0.59,0.188,2.94E-220,NR4A1,2,HSPA1A_TRM
60,4.30E-240,0.904265834,0.543,0.151,1.10E-235,EGR1,2,HSPA1A_TRM
61,7.03E-182,0.800309551,0.562,0.188,1.80E-177,KLRC1,2,HSPA1A_TRM
62,1.01E-240,0.781987969,0.196,0.016,2.58E-236,TRBV11-3,2,HSPA1A_TRM
63,8.57E-169,0.760307284,0.871,0.574,2.19E-164,ZFP36L1,2,HSPA1A_TRM
